surface	source	record_paths	occurrences	label	semantic_type	target_curie	ontology_label	label_match	target_label	target_label_match	declared_exact_synonyms	asserted_predicate	status
mapping	mappings/predicate_grounding.tsv:52		1	uses for anaerobic growth in the dark	PREDICATE	METPO:2000050	uses for anaerobic growth in the dark	CANONICAL_LABEL	uses for anaerobic growth in the dark	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:53		1	does not use for anaerobic growth in the dark	PREDICATE	METPO:2000025	does not use for anaerobic growth in the dark	CANONICAL_LABEL	does not use for anaerobic growth in the dark	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:54		1	uses for anaerobic growth with light	PREDICATE	METPO:2000051	uses for anaerobic growth with light	CANONICAL_LABEL	uses for anaerobic growth with light	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:55		1	does not use for anaerobic growth with light	PREDICATE	METPO:2000026	does not use for anaerobic growth with light	CANONICAL_LABEL	does not use for anaerobic growth with light	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:56		1	uses for anaerobic catabolization	PREDICATE	METPO:2000048	uses for anaerobic catabolization	CANONICAL_LABEL	uses for anaerobic catabolization	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:57		1	does not use for anaerobic catabolization	PREDICATE	METPO:2000023	does not use for anaerobic catabolization	CANONICAL_LABEL	does not use for anaerobic catabolization	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:58		1	inhibits	PREDICATE	RO:0002212	negatively regulates	NO_EXACT_LABEL_MATCH	negatively regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:59		1	suppresses	PREDICATE	RO:0002212	negatively regulates	NO_EXACT_LABEL_MATCH	negatively regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:60		1	prevents	PREDICATE	RO:0002212	negatively regulates	NO_EXACT_LABEL_MATCH	negatively regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:61		1	decreases	PREDICATE	RO:0002212	negatively regulates	NO_EXACT_LABEL_MATCH	negatively regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:62		1	limits	PREDICATE	RO:0002212	negatively regulates	NO_EXACT_LABEL_MATCH	negatively regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:63		1	promotes	PREDICATE	RO:0002213	positively regulates	NO_EXACT_LABEL_MATCH	positively regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:64		1	activates	PREDICATE	RO:0002213	positively regulates	NO_EXACT_LABEL_MATCH	positively regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:65		1	increases	PREDICATE	RO:0002213	positively regulates	NO_EXACT_LABEL_MATCH	positively regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:66		1	modulates	PREDICATE	RO:0002211	regulates	NO_EXACT_LABEL_MATCH	regulates	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:67		1	drives production of	PREDICATE	biolink:produces			produces			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:68		1	drives synthesis of	PREDICATE	biolink:produces			produces			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:69		1	drives formation of	PREDICATE	biolink:produces			produces			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:70		1	causes formation of	PREDICATE	biolink:produces			produces			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:71		1	forms	PREDICATE	biolink:produces			produces			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:72		1	yields	PREDICATE	biolink:produces			produces			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:73		1	creates	PREDICATE	biolink:produces			produces			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:74		1	builds	PREDICATE	biolink:produces			produces			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:75		1	catalyzes formation of	PREDICATE	biolink:catalyzes			catalyzes			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:76		1	includes	PREDICATE	biolink:has_part			has part			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:77		1	incorporated into	PREDICATE	biolink:part_of			part of			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:78		1	embedded in	PREDICATE	biolink:located_in			located in			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:79		1	can participate in	PREDICATE	biolink:participates_in			participates in			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:80		1	interact with	PREDICATE	biolink:interacts_with			interacts with			skos:closeMatch	NO_DIRECT_SOURCE
mapping	mappings/predicate_grounding.tsv:81		1	has function	PREDICATE	RO:0000085	has function	CANONICAL_LABEL	has function	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:82		1	transfers electrons via	PREDICATE	METPO:2007600			transfers electrons via			skos:exactMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:83		1	increases gradient of	PREDICATE	METPO:2007601			imposes gradient of			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:84		1	imposes gradient of	PREDICATE	METPO:2007601			imposes gradient of			skos:exactMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:85		1	couples electron flow to	PREDICATE	METPO:2007602			couples electron flow to			skos:exactMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:86		1	serves as electron donor and acceptor	PREDICATE	METPO:2007603			serves as electron donor and acceptor			skos:exactMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:87		1	donates electrons to	PREDICATE	METPO:2007403			transfers electrons to			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:88		1	provides electrons to	PREDICATE	METPO:2007403			transfers electrons to			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:89		1	provides electrons for	PREDICATE	METPO:2007402			feeds electrons into			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:90		1	imports	PREDICATE	METPO:2007805			imports			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:91		1	exports	PREDICATE	METPO:2007804			exports			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:92		1	accumulates	PREDICATE	METPO:2007810			accumulates			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:93		1	reduces	PREDICATE	METPO:2007802			reduces			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:94		1	degrades	PREDICATE	METPO:2007809			degrades			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:95		1	hydrolyzes	PREDICATE	METPO:2007808			hydrolyzes			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:96		1	disproportionates	PREDICATE	METPO:2007811			disproportionates			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:97		1	does not produce	PREDICATE	METPO:2007801			does not produce			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:98		1	transports	PREDICATE	METPO:2007812			transports			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:99		1	positively regulates	PREDICATE	RO:0002213	positively regulates	CANONICAL_LABEL	positively regulates	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:100		1	negatively regulates	PREDICATE	RO:0002212	negatively regulates	CANONICAL_LABEL	negatively regulates	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:101		1	causally upstream of	PREDICATE	RO:0002411	causally upstream of	CANONICAL_LABEL	causally upstream of	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:102		1	confers	PREDICATE	METPO:2007700			confers			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:103		1	has electron donor	PREDICATE	METPO:2007701			has electron donor			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:104		1	has electron acceptor	PREDICATE	METPO:2007702			has electron acceptor			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:105		1	has output	PREDICATE	RO:0002234	has output	CANONICAL_LABEL	has output	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:106		1	has carbon source	PREDICATE	METPO:2007806			has carbon source			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:107		1	has energy source	PREDICATE	METPO:2007807			has energy source			skos:closeMatch	TERM_NOT_FOUND
mapping	mappings/predicate_grounding.tsv:108		1	derives into	PREDICATE	RO:0001001	derives into	CANONICAL_LABEL	derives into	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:109		1	is hydrolyzed to	PREDICATE	RO:0001001	derives into	NO_EXACT_LABEL_MATCH	derives into	CANONICAL_LABEL		skos:closeMatch	SEMANTIC_NOT_LEXICAL
mapping	mappings/predicate_grounding.tsv:110		1	has input	PREDICATE	RO:0002233	has input	CANONICAL_LABEL	has input	CANONICAL_LABEL		skos:exactMatch	EXACT_LEXICAL
mapping	mappings/predicate_grounding.tsv:111		1	powers	PREDICATE	METPO:2007900			powers			skos:closeMatch	TERM_NOT_FOUND
causal_node	data/traits/**/*.yaml	data/traits/metabolism/three_hydroxypropionate_bicycle.yaml	1	3-hydroxypropionate	CHEMICAL	CHEBI:16510	3-hydroxypropionate	CANONICAL_LABEL			3-hydroxypropanoate		EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/three_hydroxypropionate_bicycle.yaml	1	3-hydroxypropionate bicycle	TRAIT	traitmech:000023							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/metabolism/three_hydroxypropionate_four_hydroxybutyrate_cycle.yaml	1	3-hydroxypropionate/4-hydroxybutyrate cycle	TRAIT	traitmech:000024							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/metabolism/calvin_benson_bassham_cycle.yaml	1	3-phospho-D-glycerate	CHEMICAL	CHEBI:17794	3-phospho-D-glyceric acid	NO_EXACT_LABEL_MATCH			(2R)-2-hydroxy-3-(phosphonooxy)propanoic acid		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/three_hydroxypropionate_four_hydroxybutyrate_cycle.yaml	1	4-hydroxybutyrate	CHEMICAL	CHEBI:16724	4-hydroxybutyrate	CANONICAL_LABEL			4-hydroxybutanoate		EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle.yaml | data/traits/metabolism/three_hydroxypropionate_four_hydroxybutyrate_cycle.yaml	2	4-hydroxybutyryl-CoA	CHEMICAL	CHEBI:28522	4-hydroxybutyryl-CoA	CANONICAL_LABEL			3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(4-hydroxybutanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl]dihydrogen diphosphate} | 4-hydroxybutanoyl-coenzyme A		EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/morphology/black_pigmented.yaml | data/traits/morphology/brown_pigmented.yaml	2	4-hydroxyphenylpyruvate	CHEMICAL	CHEBI:36242	3-(4-hydroxyphenyl)pyruvate	NO_EXACT_LABEL_MATCH			3-(4-hydroxyphenyl)-2-oxopropanoate		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/morphology/brown_pigmented.yaml	1	4-hydroxyphenylpyruvate dioxygenase	GENE_OR_PROTEIN	GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	NO_EXACT_LABEL_MATCH					SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/substrate_level_phosphorylation.yaml	1	ADP	CHEMICAL	CHEBI:16761	ADP	CANONICAL_LABEL			adenosine 5'-(trihydrogen diphosphate) | Adenosine 5'-diphosphate		EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	1	APS reductase AprAB	GENE_OR_PROTEIN	GO:0009973	adenylyl-sulfate reductase activity	NO_EXACT_LABEL_MATCH					SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/aerobic_respiration.yaml | data/traits/metabolism/fermentation.yaml | data/traits/metabolism/homoacetogenesis.yaml | data/traits/metabolism/nitrogen_fixation.yaml | data/traits/metabolism/oxidative_phosphorylation.yaml | data/traits/metabolism/respiration.yaml | data/traits/metabolism/substrate_level_phosphorylation.yaml | data/traits/physiology/chemoautolithotrophic.yaml | data/traits/physiology/chemoautotrophic.yaml | data/traits/physiology/chemoheterotrophic.yaml | data/traits/physiology/chemolithoautotrophic.yaml | data/traits/physiology/chemolithoheterotrophic.yaml | data/traits/physiology/chemolithotrophic.yaml | data/traits/physiology/chemoorganoheterotrophic.yaml | data/traits/physiology/chemoorganotrophic.yaml | data/traits/physiology/chemotrophic.yaml | data/traits/physiology/lithoheterotrophic.yaml | data/traits/physiology/lithotrophic.yaml | data/traits/physiology/organoheterotrophic.yaml | data/traits/physiology/organotrophic.yaml | data/traits/physiology/photoheterotrophic.yaml | data/traits/physiology/photoorganoheterotrophic.yaml | data/traits/physiology/phototrophic.yaml	23	ATP	CHEMICAL	CHEBI:30616	ATP(4-)	NO_EXACT_LABEL_MATCH			adenosine 5'-triphosphate(4-)		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	1	ATP sulfurylase (Sat)	GENE_OR_PROTEIN	GO:0004781	sulfate adenylyltransferase (ATP) activity	NO_EXACT_LABEL_MATCH			ATP:sulfate adenylyltransferase activity | sulphate adenylyltransferase (ATP) activity		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/aerobic_respiration.yaml | data/traits/metabolism/fermentation.yaml | data/traits/metabolism/metabolism.yaml | data/traits/metabolism/respiration.yaml | data/traits/physiology/carboxydotrophic.yaml | data/traits/physiology/chemoorganoheterotrophic.yaml | data/traits/physiology/chemoorganotrophic.yaml | data/traits/physiology/chemotrophic.yaml | data/traits/physiology/heterotrophic.yaml | data/traits/physiology/organoheterotrophic.yaml | data/traits/physiology/organotrophic.yaml	11	ATP synthase	GENE_OR_PROTEIN	GO:0045259	proton-transporting ATP synthase complex	NO_EXACT_LABEL_MATCH			F1-F0 complex | hydrogen-translocating F-type ATPase complex | hydrogen-transporting ATP synthase complex		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/physiology/phototrophic.yaml	1	ATP synthase complex	GENE_OR_PROTEIN	GO:0045259	proton-transporting ATP synthase complex	NO_EXACT_LABEL_MATCH			F1-F0 complex | hydrogen-translocating F-type ATPase complex | hydrogen-transporting ATP synthase complex		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/environment/aerobic.yaml | data/traits/environment/ph_range_mid2.yaml | data/traits/metabolism/photosynthesis.yaml | data/traits/metabolism/phototrophy.yaml | data/traits/physiology/lithoautotrophic.yaml | data/traits/physiology/mixotrophic.yaml	6	ATP synthesis	BIOLOGICAL_PROCESS	GO:0006754	ATP biosynthetic process	EXACT_SYNONYM			ATP anabolism | ATP biosynthesis | ATP formation | ATP synthesis		EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/acetogenesis.yaml	1	Acetogenesis	TRAIT	METPO:1000845	Acetogenesis	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/aerobic_respiration.yaml	1	Aerobic respiration	TRAIT	METPO:1000801	Aerobic respiration	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/physiology/quorum_sensing.yaml	1	AiiA quorum-quenching AHL lactonase	GENE_OR_PROTEIN	InterPro:IPR054870							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/metabolism/anaerobic_respiration.yaml	1	Anaerobic respiration	TRAIT	METPO:1000802	Anaerobic respiration	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/ecology/predatory_bacterium.yaml	1	B. bacteriovorus type IV pilus	CELLULAR_LOCALIZATION	GO:0044096	type IV pilus	NO_EXACT_LABEL_MATCH			TFP | type 4 pilus | type IV fimbriae		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/physiology/chemolithoautotrophic.yaml	1	CO2 fixation pathway	PATHWAY	GO:0015977	carbon fixation	NO_EXACT_LABEL_MATCH			autotrophic CO2 fixation | autotrophic CO2 fixation pathway | autotrophy		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/physiology/autotrophic.yaml | data/traits/physiology/chemoautolithotrophic.yaml | data/traits/physiology/mixotrophic.yaml	3	CO2-fixation pathway	PATHWAY	GO:0015977	carbon fixation	NO_EXACT_LABEL_MATCH			autotrophic CO2 fixation | autotrophic CO2 fixation pathway | autotrophy		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/crispr_cas_system.yaml	1	CRISPR-Cas system	TRAIT	traitmech:000094							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/metabolism/cable_bacteria_metabolism.yaml	1	Cable bacteria metabolism	TRAIT	METPO:1002003	Cable bacteria metabolism	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/calvin_benson_bassham_cycle.yaml | data/traits/physiology/autotrophic.yaml | data/traits/physiology/chemoautotrophic.yaml | data/traits/physiology/photoautotrophic.yaml	4	Calvin-Benson cycle	PATHWAY	GO:0019253	reductive pentose-phosphate cycle	NO_EXACT_LABEL_MATCH					SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/physiology/chemolithotrophic.yaml	1	Calvin-Benson-Bassham cycle	PATHWAY	GO:0015977	carbon fixation	NO_EXACT_LABEL_MATCH			autotrophic CO2 fixation | autotrophic CO2 fixation pathway | autotrophy		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/calvin_benson_bassham_cycle.yaml	1	Calvin-Benson-Bassham cycle	TRAIT	traitmech:000020							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/genomics/crispr_cas_system.yaml	1	Cas9 effector protein	GENE_OR_PROTEIN	InterPro:IPR028629							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/physiology/chemotaxis.yaml	1	CheA histidine kinase	GENE_OR_PROTEIN	InterPro:IPR051315							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/physiology/chemotaxis.yaml	1	CheB methylesterase	GENE_OR_PROTEIN	InterPro:IPR000673							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/physiology/chemotaxis.yaml	1	CheR methyltransferase	GENE_OR_PROTEIN	InterPro:IPR000780							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/physiology/chemotaxis.yaml	1	CheW coupling protein	GENE_OR_PROTEIN	InterPro:IPR039315							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/physiology/chemotaxis.yaml	1	CheZ phosphatase	GENE_OR_PROTEIN	InterPro:IPR007439							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/physiology/natural_competence.yaml	1	ComEC	GENE_OR_PROTEIN	InterPro:IPR052159							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/metabolism/oxidative_phosphorylation.yaml	1	Complex I / NADH:quinone oxidoreductase (NDH-1)	GENE_OR_PROTEIN	GO:0045271	respiratory chain complex I	NO_EXACT_LABEL_MATCH			NADH dehydrogenase (ubiquinone) complex | NADH dehydrogenase complex (ubiquinone) | NADH-Q oxidoreductase complex		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/morphology/spore_shaped.yaml	1	CotE	GENE_OR_PROTEIN	InterPro:IPR018901							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/environment/radiotolerant.yaml	1	DNA repair	BIOLOGICAL_PROCESS	GO:0006281	DNA repair	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/gc_skew.yaml	1	DNA replication	BIOLOGICAL_PROCESS	GO:0006260	DNA replication	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/restriction_modification_system.yaml	1	DNA restriction-modification system	BIOLOGICAL_PROCESS	GO:0009307	DNA restriction-modification system	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/transposable_element.yaml	1	DNA transposition	BIOLOGICAL_PROCESS	GO:0006313	DNA transposition	CANONICAL_LABEL			Class II transposition | transposition, DNA-mediated		EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/disproportionation.yaml	1	Disproportionation	TRAIT	METPO:1000806	Disproportionation	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/morphology/ellipsoidal.yaml | data/traits/morphology/filament_shaped.yaml | data/traits/morphology/ovoid_shaped.yaml	3	DivIVA	GENE_OR_PROTEIN	InterPro:IPR007793							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/metabolism/lignin_degradation.yaml	1	DyP-type peroxidase	GENE_OR_PROTEIN	InterPro:IPR006314							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/metabolism/electron_transfer.yaml	1	Electron transfer	TRAIT	METPO:1000805	Electron transfer	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/oxidative_phosphorylation.yaml	1	F1Fo ATP synthase	GENE_OR_PROTEIN	GO:0045259	proton-transporting ATP synthase complex	NO_EXACT_LABEL_MATCH			F1-F0 complex | hydrogen-translocating F-type ATPase complex | hydrogen-transporting ATP synthase complex		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/metabolism/fermentation.yaml	1	Fermentation	TRAIT	METPO:1002005	Fermentation	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/morphology/spirochete_shaped.yaml	1	FlaB	GENE_OR_PROTEIN	InterPro:IPR001492							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/morphology/amphitrichous.yaml | data/traits/morphology/flagellar_arrangement.yaml | data/traits/morphology/lophotrichous.yaml | data/traits/morphology/monotrichous.yaml	4	FlhG	GENE_OR_PROTEIN	InterPro:IPR033875							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/morphology/lophotrichous.yaml	1	FliF	GENE_OR_PROTEIN	InterPro:IPR000067							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/morphology/sarcina_arrangement.yaml	1	FtsA	GENE_OR_PROTEIN	InterPro:IPR020823							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/environment/temperature_optimum_mid4.yaml	1	FtsH protease	GENE_OR_PROTEIN	InterPro:IPR005936							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/morphology/bacillus_shaped.yaml | data/traits/morphology/cell_length_large.yaml | data/traits/morphology/cell_shape.yaml | data/traits/morphology/rod_shaped.yaml | data/traits/morphology/sarcina_arrangement.yaml | data/traits/morphology/staphylococcus_arrangement.yaml	6	FtsZ	GENE_OR_PROTEIN	InterPro:IPR000158							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/genomics/gc_content.yaml | data/traits/genomics/gc_high.yaml | data/traits/genomics/gc_low.yaml | data/traits/genomics/gc_mid1.yaml | data/traits/genomics/gc_mid2.yaml	5	GC content	TRAIT	METPO:1000127	GC content	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/gc_content.yaml | data/traits/genomics/gc_high.yaml	2	GC high	TRAIT	METPO:1000432	GC high	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/gc_content.yaml | data/traits/genomics/gc_low.yaml	2	GC low	TRAIT	METPO:1000429	GC low	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/gc_content.yaml | data/traits/genomics/gc_mid1.yaml	2	GC mid1	TRAIT	METPO:1000430	GC mid1	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/gc_content.yaml | data/traits/genomics/gc_mid2.yaml	2	GC mid2	TRAIT	METPO:1000431	GC mid2	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/gc_skew.yaml	1	GC skew	TRAIT	traitmech:000097							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/physiology/stress_response.yaml	1	Hfq	GENE_OR_PROTEIN	InterPro:IPR005001							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/physiology/persister_cell_formation.yaml	1	HipA toxin and high-persistence HipA variants	GENE_OR_PROTEIN	InterPro:IPR052028							NO_DIRECT_SOURCE
causal_node	data/traits/**/*.yaml	data/traits/metabolism/homoacetogenesis.yaml	1	Homoacetogenesis	TRAIT	METPO:1000846	Homoacetogenesis	CANONICAL_LABEL					EXACT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/environment/ph_optimum_mid2.yaml	1	K+/H+ antiporters	GENE_OR_PROTEIN	GO:0015386	potassium:proton antiporter activity	NO_EXACT_LABEL_MATCH			potassium:hydrogen antiporter activity		SEMANTIC_NOT_LEXICAL
causal_node	data/traits/**/*.yaml	data/traits/genomics/prophage.yaml	1	LexA repressor	GENE_OR_PROTEIN	InterPro:IPR050077							NO_DIRECT_SOURCE
