file	line	curie	claimed_label	ontology_label	verdict	similarity	row
research/traits/environment/facultatively_aerobic-deep-research-falcon.md	299	GO:0006113	fermentation pathways	fermentation	OK_LABEL	1.00	| fermentation pathways | regenerate | NAD+ | fermentation GO:0006113; NAD+ CHEBI:57540 | 10.1186/s13068-017-0867-0 (2017-07) | fermentative pathways “regenerate NAD+ … to enable continuation of metabolism under micro-aerobic and anaerobic” conditions | **Moderate**; model + experimental validation in *E. coli* context |
research/traits/environment/facultatively_aerobic-deep-research-falcon.md	299	CHEBI:57540	fermentation pathways	NAD(1-)	DRIFT	0.36	| fermentation pathways | regenerate | NAD+ | fermentation GO:0006113; NAD+ CHEBI:57540 | 10.1186/s13068-017-0867-0 (2017-07) | fermentative pathways “regenerate NAD+ … to enable continuation of metabolism under micro-aerobic and anaerobic” conditions | **Moderate**; model + experimental validation in *E. coli* context |
research/traits/environment/facultatively_aerobic-deep-research-falcon.md	300	CHEBI:57540	nad+ regeneration by fermentation	NAD(1-)	DRIFT	0.38	| NAD+ regeneration by fermentation | enables | anoxic growth | NAD+ CHEBI:57540; growth label-only; anoxia ENVO label-only | 10.1186/s13068-017-0867-0 (2017-07) | the same source ties NAD+ regeneration to continuation of metabolism under anaerobic conditions | **Moderate**; inferred growth-enabling edge from metabolic continuation |
research/traits/environment/facultatively_aerobic-deep-research-falcon.md	302	GO:0009060	facultatively aerobic physiology	aerobic respiration	OK_IN_ROW	1.00	| facultatively aerobic physiology | results_from_combination_of | aerobic respiration with O2 + anaerobic growth without O2 | METPO:1000608; aerobic respiration GO:0009060; anaerobic growth label-only | 10.1111/cmi.13338 (2021-04) | facultative anaerobes “have the unique ability to grow in the presence or in the absence of oxygen” (andre2021theselectiveadvantage pages 2-4) | **Strong** for phenotype boundary; wording from host-pathogen review, broad taxa |
research/traits/environment/facultatively_aerobic-deep-research-falcon.md	303	GO:0006113	arca response to impaired respiratory activity	fermentation	OK_IN_ROW	1.00	| ArcA response to impaired respiratory activity | promotes_shift_to | fermentation independent of oxygen availability | ArcA label-only; fermentation GO:0006113 | 10.1128/mbio.01448-23 (2023-10) | CCCP experiments “support an ArcA-mediated shift to fermentation independent of oxygen availability” (brown2023conservedmetabolicregulator pages 12-14, brown2023conservedmetabolicregulator pages 1-3) | **Moderate-strong**; recent direct phenotype evidence, but infection-context and taxon-specific to Enterobacterales |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	203	CHEBI:15379	molecular oxygen	dioxygen	OK_LABEL	1.00	| molecular oxygen | `CHEBI:15379` | Terminal electron acceptor in aerobic respiration; also the direct signal that destroys active FNR’s anaerobic Fe–S state. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	204	CHEBI:17632	nitrate	nitrate	OK_LABEL	1.00	| nitrate | `CHEBI:17632` | Alternative terminal acceptor and NarX/NarL signal in E. coli-like systems. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	205	CHEBI:16301	nitrite	nitrite	OK_LABEL	1.00	| nitrite | `CHEBI:16301` | Related Nar-system signal/intermediate; effects differ between NarX/NarQ. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	206	CHEBI:18012	fumarate	fumaric acid	DRIFT	0.74	| fumarate | `CHEBI:18012` | Alternative acceptor through fumarate reductase in applicable taxa. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	207	CHEBI:28262	dimethyl sulfoxide	dimethyl sulfoxide	OK_LABEL	1.00	| dimethyl sulfoxide | `CHEBI:28262` | Alternative acceptor through DMSO reductase in applicable taxa. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	231	GO:0009060	aerobic respiration	aerobic respiration	OK_LABEL	1.00	| aerobic respiration | `GO:0009060` | Verify exact GO label/version before YAML insertion. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	232	GO:0009061	anaerobic respiration	anaerobic respiration	OK_LABEL	1.00	| anaerobic respiration | `GO:0009061` | Keep separate from fermentation. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	233	GO:0006113	fermentation	fermentation	OK_LABEL	1.00	| fermentation | `GO:0006113` | Does not use an external terminal electron acceptor. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	234	GO:0006099	tricarboxylic-acid cycle	tricarboxylic acid cycle	DRIFT	1.00	| tricarboxylic-acid cycle | `GO:0006099` | ArcA chiefly represses the oxidative/aerobic program in the E. coli model. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	237	GO:0005886	cytoplasmic membrane	plasma membrane	OK_LABEL	1.00	| cytoplasmic membrane | `GO:0005886` | Appropriate location for respiratory chains and ArcB. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	238	GO:0005737	cytoplasm	cytoplasm	OK_LABEL	1.00	| cytoplasm | `GO:0005737` | FNR and ArcA regulatory activity. |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	250	CHEBI:15379	molecular oxygen (chebi:15379)	dioxygen	OK_LABEL	1.00	| molecular oxygen (CHEBI:15379) | inhibits | active FNR dimer ([4Fe-4S]-FNR) | High; E. coli model and close Enterobacterales paradigms, not universal across all facultative anaerobes (unden2021sensingofo2 pages 1-7, sevilla2019redoxbasedtranscriptionalregulation pages 14-16, beilen2016allthreeendogenous pages 4-5) |
research/traits/environment/facultatively_anaerobic-deep-research-falcon.md	256	CHEBI:17632	nitrate (chebi:17632)	nitrate	OK_LABEL	1.00	| nitrate (CHEBI:17632) | activates | NarX/NarL signaling | High; classic E. coli nitrate-sensing pathway, taxon-specific to Nar systems carrying bacteria (unden2021sensingofo2 pages 1-7, unden2021sensingofo2 pages 25-31) |
research/traits/environment/halophilic-deep-research-falcon.md	204	CHEBI:26710	sodium chloride	sodium chloride	OK_LABEL	1.00	| sodium chloride | chemical | `CHEBI:26710` | Use only when the experiment specifically uses NaCl. |
research/traits/environment/halophilic-deep-research-falcon.md	205	CHEBI:29103	potassium ion	potassium(1+)	OK_LABEL	1.00	| potassium ion | chemical | `CHEBI:29103` | Central salt-in osmolyte. |
research/traits/environment/halophilic-deep-research-falcon.md	206	CHEBI:17996	chloride	chloride	OK_LABEL	1.00	| chloride | chemical | `CHEBI:17996` | Osmotic ion and, in *H. halophilus*, a regulatory signal. |
research/traits/environment/halophilic-deep-research-falcon.md	209	GO:0005737	cytoplasm; plasma membrane	cytoplasm	OK_LABEL	1.00	| cytoplasm; plasma membrane | localization | `GO:0005737`; `GO:0005886` | Locations of osmolyte accumulation and transport. |
research/traits/environment/halophilic-deep-research-falcon.md	209	GO:0005886	cytoplasm; plasma membrane	plasma membrane	OK_LABEL	1.00	| cytoplasm; plasma membrane | localization | `GO:0005737`; `GO:0005886` | Locations of osmolyte accumulation and transport. |
research/traits/environment/halophilic-deep-research-falcon.md	215	GO:0071470	cellular response to osmotic stress	cellular response to osmotic stress	OK_LABEL	1.00	| cellular response to osmotic stress | biological process | `GO:0071470` | Broad parent process. |
research/traits/environment/halophilic-deep-research-falcon.md	216	GO:0006813	potassium-ion transport	potassium ion transport	DRIFT	1.00	| potassium-ion transport | biological process | `GO:0006813` | Salt-in module. |
research/traits/environment/halophilic-deep-research-falcon.md	217	GO:0055085	transmembrane transport	transmembrane transport	OK_LABEL	1.00	| transmembrane transport | biological process | `GO:0055085` | Parent for ion/osmolyte transport. |
research/traits/environment/hyperthermophilic-deep-research-falcon.md	238	CHEBI:22660	aspartate	aspartic acid	OK_LABEL	1.00	| aspartate | alternative intracellular solute | `CHEBI:22660` only after database validation | Compensated for loss of di-myo-inositol phosphate in *T. kodakarensis* |
research/traits/environment/mercury_tolerant-deep-research-falcon.md	233	CHEBI:16170	mercury	mercury(0)	OK_LABEL	1.00	| mercury | `CHEBI:16170` | General environmental factor |
research/traits/environment/mercury_tolerant-deep-research-falcon.md	234	CHEBI:16793	mercury(ii), hg(ii)	mercury(2+)	OK_LABEL	1.00	| mercury(II), Hg(II) | `CHEBI:16793` | Toxic substrate and MerR inducer |
research/traits/environment/mercury_tolerant-deep-research-falcon.md	235	CHEBI:16134	elemental mercury, hg(0)	ammonia	DRIFT	0.30	| elemental mercury, Hg(0) | `CHEBI:16134` | Volatile MerA product |
research/traits/environment/mercury_tolerant-deep-research-falcon.md	236	CHEBI:16474	nadph	NADPH	OK_LABEL	1.00	| NADPH | `CHEBI:16474` | MerA electron donor |
research/traits/environment/mercury_tolerant-deep-research-falcon.md	237	CHEBI:15846	nadp+	NAD(+)	OK_LABEL	1.00	| NADP+ | `CHEBI:15846` | Oxidized cofactor product |
research/traits/environment/mesophilic-deep-research-falcon.md	248	CHEBI:27082	trehalose	trehalose	OK_LABEL	1.00	| trehalose | `CHEBI:27082` |
research/traits/environment/microaerophilic-deep-research-falcon.md	269	CHEBI:15379	1	dioxygen	OK_IN_ROW	1.00	| 1 | low molecular oxygen (CHEBI:15379) | is directly sensed by | FNR | general bacterial low-O2 sensing | “FNR and FixLJ, that utilize an FeS cluster and heme, respectively, to directly sense the low levels of O2” (price2021bacterialapproachesto pages 4-6) | 10.1111/mmi.14795 / 2021-08 | High for regulator function; review-level; not a universal microaerophile marker |
research/traits/environment/microaerophilic-deep-research-falcon.md	270	CHEBI:15379	2	dioxygen	OK_LABEL	1.00	| 2 | low molecular oxygen (CHEBI:15379) | is directly sensed by | FixLJ two-component system | rhizobia and related microoxic adaptation | “FNR and FixLJ, that utilize an FeS cluster and heme, respectively, to directly sense the low levels of O2” (price2021bacterialapproachesto pages 4-6) | 10.1111/mmi.14795 / 2021-08 | High for sensing claim; review-level; taxon-distributed, not universal |
research/traits/environment/microaerophilic-deep-research-falcon.md	271	CHEBI:15379	3	dioxygen	OK_IN_ROW	1.00	| 3 | low molecular oxygen (CHEBI:15379) | favors use of | high-affinity cytochrome oxidases | general respiratory adaptation | “to prioritize usage of cytochrome oxidases with high affinity for O2” (price2021bacterialapproachesto pages 4-6) | 10.1111/mmi.14795 / 2021-08 | Moderate-high; review-level; generic mechanistic edge |
research/traits/environment/microaerophilic-deep-research-falcon.md	275	CHEBI:15379	7	dioxygen	OK_IN_ROW	1.00	| 7 | molecular oxygen (CHEBI:15379) | damages | nitrogenase iron-sulfur clusters | diazotrophic bacteroids | “The iron-sulfur clusters of the nitrogenase enzyme are highly susceptible to molecular oxygen” (ledermann2021howrhizobiaadapt pages 4-6) | 10.1128/JB.00539-20 / 2021-05 | High; foundational mechanistic edge |
research/traits/environment/microaerophilic-deep-research-falcon.md	278	CHEBI:16240	10	hydrogen peroxide	OK_IN_ROW	1.00	| 10 | cytochrome bd deficiency (cyd mutant / lacking cytochrome bd) | increases susceptibility to | hydrogen peroxide (CHEBI:16240) | E. coli and other bacteria incl. pathogens in microaerobic environments | “Mutant E. coli cells lacking cytochrome bd… showed high susceptibility to H2O2” (borisov2021bacterialoxidasesof pages 18-19) | 10.1089/ars.2020.8039 / 2021-06 | High; review-level summarizing genetic studies; not universal magnitude |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	203	CHEBI:26710	sodium chloride	sodium chloride	OK_LABEL	1.00	| sodium chloride | chemical/exposure | **CHEBI:26710** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	204	CHEBI:29101	sodium ion	sodium(1+)	OK_LABEL	1.00	| sodium ion | chemical | **CHEBI:29101** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	205	CHEBI:17996	chloride	chloride	OK_LABEL	1.00	| chloride | chemical | **CHEBI:17996** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	206	CHEBI:15377	water	water	OK_LABEL	1.00	| water | chemical | **CHEBI:15377** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	207	CHEBI:29103	potassium ion	potassium(1+)	OK_LABEL	1.00	| potassium ion | chemical | **CHEBI:29103** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	215	GO:0006970	response to osmotic stress	response to osmotic stress	OK_LABEL	1.00	| response to osmotic stress | biological process | **GO:0006970** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	216	GO:0006813	potassium-ion transport	potassium ion transport	DRIFT	1.00	| potassium-ion transport | biological process | **GO:0006813** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	217	GO:0055085	transmembrane transport	transmembrane transport	OK_LABEL	1.00	| transmembrane transport | biological process | **GO:0055085** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	218	GO:0005886	plasma/cytoplasmic membrane	plasma membrane	OK_LABEL	1.00	| plasma/cytoplasmic membrane | cellular component | **GO:0005886** |
research/traits/environment/nacl_optimum_low-deep-research-falcon.md	219	GO:0005737	cytoplasm	cytoplasm	OK_LABEL	1.00	| cytoplasm | cellular component | **GO:0005737** |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	217	CHEBI:26710	sodium chloride	sodium chloride	OK_LABEL	1.00	| Sodium chloride | **CHEBI:26710** | Chemical exposure; encode concentration and units as assay attributes. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	218	GO:0006972	hyperosmotic environment / hyperosmotic stress	hyperosmotic response	DRIFT	0.52	| Hyperosmotic environment / hyperosmotic stress | GO:0006972, response to hyperosmotic stress | Use for biological response, not as a synonym for NaCl exposure. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	229	CHEBI:29101	sodium ion	sodium(1+)	OK_LABEL	1.00	| Sodium ion | CHEBI:29101 | Ionic stress and electrochemical homeostasis. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	230	CHEBI:29103	potassium ion	potassium(1+)	OK_LABEL	1.00	| Potassium ion | CHEBI:29103 | Early osmotic adjustment and intracellular ion balance. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	231	CHEBI:15378	proton	hydron	DRIFT	0.50	| Proton | CHEBI:15378 | Coupled substrate in Na⁺/H⁺ antiport. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	232	CHEBI:17750	glycine betaine	glycine betaine	OK_LABEL	1.00	| Glycine betaine | CHEBI:17750 | Compatible solute. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	233	CHEBI:15354	choline	choline	OK_LABEL	1.00	| Choline | CHEBI:15354 | BetT substrate and glycine-betaine precursor. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	234	CHEBI:17203	l-proline	L-proline	OK_LABEL	1.00	| L-proline | CHEBI:17203 | Compatible solute and engineered ectoine substitute. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	235	CHEBI:29985	l-glutamate	L-glutamate(1-)	OK_LABEL	1.00	| L-glutamate | CHEBI:29985 | Compatible solute/counterion in some taxa. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	236	CHEBI:27082	trehalose	trehalose	OK_LABEL	1.00	| Trehalose | CHEBI:27082 | Compatible solute in multiple microbial groups. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	237	CHEBI:14341	ectoine		UNRESOLVED	0.00	| Ectoine | CHEBI:14341 | Major bacterial compatible solute. |
research/traits/environment/nacl_range_mid1-deep-research-falcon.md	238	CHEBI:15377	water	water	OK_LABEL	1.00	| Water | CHEBI:15377 | Moves across the membrane following osmotic gradients. |
research/traits/environment/nacl_range_mid2-deep-research-falcon.md	214	CHEBI:26710	extracellular nacl concentration	sodium chloride	OK_LABEL	1.00	| extracellular NaCl concentration | **CHEBI:26710** (sodium chloride) | Record concentration as an edge/assay attribute. |
research/traits/environment/nacl_range_mid2-deep-research-falcon.md	241	CHEBI:43729	ectoine	6-[(Z)-2-(2,5-dimethoxyphenyl)ethenyl]-5-methylpyrido[2,3-d]pyrimidine-2,4-diamine	DRIFT	0.17	| Ectoine | **CHEBI:43729** | Major compatible solute in *H. elongata*. |
research/traits/environment/nacl_range_mid2-deep-research-falcon.md	242	CHEBI:29103	potassium ion	potassium(1+)	OK_LABEL	1.00	| Potassium ion | **CHEBI:29103** | Inorganic osmotic counterion in hybrid/salt-in responses. |
research/traits/environment/nacl_range_mid2-deep-research-falcon.md	243	CHEBI:17750	glycine betaine	glycine betaine	OK_LABEL	1.00	| Glycine betaine | **CHEBI:17750** | Imported or synthesized compatible solute. |
research/traits/environment/nacl_range_mid2-deep-research-falcon.md	244	CHEBI:17203	l-proline	L-proline	OK_LABEL	1.00	| L-proline | **CHEBI:17203** | Compatible solute; engineered causal evidence at 8% NaCl. |
research/traits/environment/nacl_range_mid2-deep-research-falcon.md	245	CHEBI:29985	l-glutamate	L-glutamate(1-)	OK_LABEL	1.00	| L-glutamate | **CHEBI:29985** | Osmolyte and precursor of proline/GABA. |
research/traits/environment/nacl_range_mid2-deep-research-falcon.md	246	CHEBI:16865	4-aminobutanoate/gaba	gamma-aminobutyric acid	OK_LABEL	1.00	| 4-aminobutanoate/GABA | **CHEBI:16865** | Engineered compatible solute and pH-homeostasis product. |
research/traits/environment/nacl_range_mid2-deep-research-falcon.md	247	CHEBI:29101	sodium ion	sodium(1+)	OK_LABEL	1.00	| Sodium ion | **CHEBI:29101** | Extracellular stressor and transported ion. |
research/traits/environment/non_halophilic-deep-research-falcon.md	201	CHEBI:26710	elevated extracellular nacl	sodium chloride	OK_LABEL	1.00	| elevated extracellular NaCl | **CHEBI:26710** | Environmental perturbation; attach concentration and medium to evidence. |
research/traits/environment/non_halophilic-deep-research-falcon.md	202	GO:0006970	hyperosmotic stress	response to osmotic stress	OK_IN_ROW	1.00	| hyperosmotic stress | **GO:0006970** for response to osmotic stress | GO term represents biological response, not the environmental condition itself. |
research/traits/environment/non_halophilic-deep-research-falcon.md	212	CHEBI:29103	potassium ion	potassium(1+)	OK_LABEL	1.00	| potassium ion | **CHEBI:29103** | Rapid emergency osmolyte/ion-homeostasis response. |
research/traits/environment/non_halophilic-deep-research-falcon.md	213	CHEBI:26271	l-proline	proline	OK_LABEL	1.00	| L-proline | **CHEBI:26271** | Major synthesized/imported compatible solute in *B. subtilis*. |
research/traits/environment/non_halophilic-deep-research-falcon.md	214	CHEBI:17750	glycine betaine	glycine betaine	OK_LABEL	1.00	| glycine betaine | **CHEBI:17750** | Imported compatible solute. |
research/traits/environment/non_halophilic-deep-research-falcon.md	220	GO:0006970	osmotic-stress tolerance	response to osmotic stress	DRIFT	0.70	| osmotic-stress tolerance | GO process can be linked through GO:0006970 | Distinguish from halophilic preference. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	222	CHEBI:29101	low na+ / high na+	sodium(1+)	OK_LABEL	1.00	| low Na+ / high Na+ | CHEBI:29101 for sodium(1+) | Concentration is an experimental modifier, not intrinsically beneficial. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	223	CHEBI:15379	oxygen availability / aeration	dioxygen	OK_LABEL	1.00	| oxygen availability / aeration | CHEBI:15379 for dioxygen plus assay-condition node | Strongly modifies respiratory mechanisms. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	226	GO:0051881	membrane potential, inside negative	regulation of mitochondrial membrane potential	OK_IN_ROW	1.00	| membrane potential, inside negative | GO:0051881, regulation of mitochondrial membrane potential, is inappropriate for bacteria; retain label-only pending ontology review | Record measured millivolts when available. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	234	CHEBI:15378	proton	hydron	DRIFT	0.50	| proton | CHEBI:15378 | Imported by antiport; retained near surface; drives ATP synthase. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	235	CHEBI:29101	sodium(1+)	sodium(1+)	OK_LABEL	1.00	| sodium(1+) | CHEBI:29101 | Antiporter substrate and coupling ion for transport/motility. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	236	CHEBI:29103	potassium(1+)	potassium(1+)	OK_LABEL	1.00	| potassium(1+) | CHEBI:29103 | Alternative cation-cycle contributor in some strains. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	237	CHEBI:16234	hydroxide	hydroxide	OK_LABEL	1.00	| hydroxide | CHEBI:16234 | High external activity; negatively charged surfaces are proposed to exclude it. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	238	CHEBI:15379	dioxygen	dioxygen	OK_LABEL	1.00	| dioxygen | CHEBI:15379 | Terminal electron acceptor in the aerobic Bacillaceae model. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	239	CHEBI:16374	menaquinone	menaquinone	OK_LABEL	1.00	| menaquinone | CHEBI:16374 | Respiratory electron carrier; exact menaquinone species may vary. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	240	CHEBI:15422	atp	ATP	OK_LABEL	1.00	| ATP | CHEBI:15422 | Product of F1Fo ATP synthase. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	241	CHEBI:16761	adp	ADP	OK_LABEL	1.00	| ADP | CHEBI:16761 | ATP-synthesis substrate. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	242	CHEBI:39084	ectoine	linkable gefitinib analogue	DRIFT	0.19	| ectoine | CHEBI:39084 | Osmoprotection branch in haloalkaliphilic archaea; not a universal alkaliphily mechanism. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	243	CHEBI:30089	acetate	acetate	OK_LABEL	1.00	| acetate | CHEBI:30089 | Methanogenic substrate and proposed Na+-coupled export partner under oxygen limitation; latter remains hypothetical. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	249	GO:0015385	mrp/mnh multisubunit na+/h+ antiporter	sodium:proton antiporter activity	OK_IN_ROW	1.00	| Mrp/Mnh multisubunit Na+/H+ antiporter | GO:0015385, sodium:proton antiporter activity, for activity; complex itself should remain label-only unless a verified complex term is selected | Central in *A. halodurans* C-125 and *B. pseudofirmus* OF4, but absent in examined *Methanocrinis* genomes. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	254	GO:0045259	f-type h+-transporting atp synthase	proton-transporting ATP synthase complex	OK_IN_ROW	1.00	| F-type H+-transporting ATP synthase | GO:0045259 for proton-transporting ATP synthase complex; verify ontology version | ATP production and proton return. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	256	GO:0005751	cytochrome-c oxidase / complex iv	obsolete mitochondrial respiratory chain complex IV	OBSOLETE	1.00	| cytochrome-c oxidase / complex IV | GO:0005751 is mitochondrial and unsuitable; use bacterial molecular-function/complex term after verification | Pumps protons and reduces O2. |
research/traits/environment/obligately_alkaphilic-deep-research-falcon.md	262	CHEBI:28494	cardiolipin-rich membrane	cardiolipin	OK_LABEL	1.00	| cardiolipin-rich membrane | CHEBI:28494 for cardiolipin | Proposed delay of proton equilibration; mechanism not directly established. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	265	CHEBI:15379	1	dioxygen	OK_IN_ROW	1.00	| 1 | molecular oxygen (CHEBI:15379) | directly inactivates | pyruvate formate-lyase / PFL (EC 2.3.1.54) | Lu & Imlay, 10.1038/s41579-021-00583-y (2021) | “PFL, a glycyl-radical enzyme, is inactivated by O2 within seconds at low concentrations in vitro and in vivo.” (lu2021whenanaerobesencounter pages 6-8) | Broad mechanism for obligate anaerobes; strong review-backed edge. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	266	CHEBI:15379	2	dioxygen	OK_LABEL	1.00	| 2 | molecular oxygen (CHEBI:15379) | directly inactivates | pyruvate:ferredoxin oxidoreductase / PFOR (EC 1.2.7.1) | Khademian & Imlay, 10.1111/mmi.14516 (2020) | “PFOR damage was unaffected by the level of superoxide or peroxide, showing that molecular oxygen itself is the culprit… The cell cannot repair PFOR.” (khademian2020doreactiveoxygen pages 1-2) | Strong primary evidence, but organism tested was *Bacteroides thetaiotaomicron*; taxon-specific exemplar for a broader mechanism. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	267	CHEBI:15379	3	dioxygen	OK_IN_ROW	1.00	| 3 | molecular oxygen (CHEBI:15379) | oxidatively damages | [4Fe-4S] enzyme/cofactor-containing enzymes (GO:0051539) | Lu & Imlay, 10.1038/s41579-021-00583-y (2021) | “O2 oxidizes low-potential metal centres in anaerobic enzymes… The [4Fe-4S]2+ cluster of aconitase oxidizes to [4Fe-4S]3+ and degrades to inactive [3Fe-4S]+ with a half-time of ~30 minutes.” (lu2021whenanaerobesencounter pages 6-8) | Broad mechanistic edge; representative [4Fe-4S] example is aconitase, not all enzymes equally supported. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	267	GO:0051539	3	4 iron, 4 sulfur cluster binding	DRIFT	0.00	| 3 | molecular oxygen (CHEBI:15379) | oxidatively damages | [4Fe-4S] enzyme/cofactor-containing enzymes (GO:0051539) | Lu & Imlay, 10.1038/s41579-021-00583-y (2021) | “O2 oxidizes low-potential metal centres in anaerobic enzymes… The [4Fe-4S]2+ cluster of aconitase oxidizes to [4Fe-4S]3+ and degrades to inactive [3Fe-4S]+ with a half-time of ~30 minutes.” (lu2021whenanaerobesencounter pages 6-8) | Broad mechanistic edge; representative [4Fe-4S] example is aconitase, not all enzymes equally supported. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	268	CHEBI:15379	4	dioxygen	OK_LABEL	1.00	| 4 | molecular oxygen (CHEBI:15379) | promotes formation of | superoxide (CHEBI:18421) | Lu & Imlay, 10.1038/s41579-021-00583-y (2021) | “molecular O2 oxidizes flavins and metal centers in redox enzymes, producing O2− and H2O2.” (lu2021whenanaerobesencounter pages 9-11) | Broad mechanism; source enzymes vary by taxon and condition. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	268	CHEBI:18421	4	superoxide	OK_IN_ROW	1.00	| 4 | molecular oxygen (CHEBI:15379) | promotes formation of | superoxide (CHEBI:18421) | Lu & Imlay, 10.1038/s41579-021-00583-y (2021) | “molecular O2 oxidizes flavins and metal centers in redox enzymes, producing O2− and H2O2.” (lu2021whenanaerobesencounter pages 9-11) | Broad mechanism; source enzymes vary by taxon and condition. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	269	CHEBI:15379	5	dioxygen	OK_IN_ROW	1.00	| 5 | molecular oxygen (CHEBI:15379) | promotes formation of | hydrogen peroxide (CHEBI:16240) | Lu & Imlay, 10.1038/s41579-021-00583-y (2021) | “molecular O2 oxidizes flavins and metal centers in redox enzymes, producing O2− and H2O2”; “B. thetaiotaomicron generates H2O2 approximately 10-fold faster than E. coli.” (lu2021whenanaerobesencounter pages 9-11) | Broad mechanism with quantitative exemplar from *B. thetaiotaomicron*. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	269	CHEBI:16240	5	hydrogen peroxide	OK_IN_ROW	1.00	| 5 | molecular oxygen (CHEBI:15379) | promotes formation of | hydrogen peroxide (CHEBI:16240) | Lu & Imlay, 10.1038/s41579-021-00583-y (2021) | “molecular O2 oxidizes flavins and metal centers in redox enzymes, producing O2− and H2O2”; “B. thetaiotaomicron generates H2O2 approximately 10-fold faster than E. coli.” (lu2021whenanaerobesencounter pages 9-11) | Broad mechanism with quantitative exemplar from *B. thetaiotaomicron*. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	270	CHEBI:18421	6	superoxide	OK_IN_ROW	1.00	| 6 | superoxide (CHEBI:18421) | inactivates | fumarase (EC 4.2.1.2) | Lu & Imlay, 10.1038/s41579-021-00583-y (2021) | “endogenous superoxide (O2−) inactivating fumarase specifically.” (lu2021whenanaerobesencounter pages 22-27) | Strong mechanism; enzyme isoform/context may vary. |
research/traits/environment/obligately_anaerobic-deep-research-falcon.md	273	CHEBI:15379	9	dioxygen	OK_LABEL	1.00	| 9 | revRbr2 / reverse rubrerythrin 2 (label-only candidate; *C. difficile* CD1524) | reduces | molecular oxygen (CHEBI:15379) | Caulat et al., 10.1128/mbio.01591-24 (2024) | “revRbr2 is specific to low O2 tensions (<0.4%).” “All four purified enzymes possess O2-reductase activity in vitro.” (caulat2024physiologicalroleand pages 1-2, caulat2024physiologicalroleand pages 2-5) | Taxon-specific: *Clostridioides difficile*; O2-reduction product to water is described at study level. |
